contest_key,place,score,team_name
146.0,22.0,164.5828,L&C Smokin BBQ
146.0,23.0,164.5372,T'S SMOKIN PIT
146.0,24.0,164.5256,THREEBROTHERSDIFFERENTMO
146.0,25.0,163.9772,SMOKIN ELVISES
146.0,26.0,163.9656,Chinese Take Out BBQ Team
146.0,27.0,163.4172,BROWNIES BBQ
146.0,28.0,163.4172,Highline BBQ
146.0,29.0,163.4056,Hogs N Horns
146.0,30.0,162.8572,1-35 BBQ
146.0,31.0,162.8116,Storm Troopers
146.0,32.0,161.68,Boss Hogg's BBQ
146.0,33.0,161.6456,GONNA GET MESSY
146.0,34.0,161.1428,WALKING EAGLE BBQ
146.0,35.0,161.1428,SLAPS BBQ
146.0,36.0,161.12,K CASS BBQ
146.0,37.0,161.12,MAGUIRE UNIVERSITY CULINARY INSTITUTE
146.0,38.0,161.1084,Wabash BBQ
146.0,39.0,160.5372,FIRECHEF BBQ
146.0,40.0,160.5144,VALLEY OAKS STEAK COMPANY
146.0,41.0,158.8228,Spilt Acre BBQ
146.0,42.0,158.2628,2 SONS AND THE BIG GUY
146.0,43.0,157.7144,One Slab at a Time
146.0,44.0,157.1316,Grandpa Smokeys
146.0,45.0,157.1312,SMOKEY D'S BBQ
146.0,46.0,155.9772,Bushwhacker Cooking Company
146.0,47.0,155.3712,SHOW ME BBQ
146.0,48.0,154.7656,ALL IN SMOKERS
146.0,49.0,151.9544,BRATS & BBQ
146.0,50.0,151.3944,Grillas BBQ Team
146.0,51.0,150.7884,JUSTIN BIEBERQUE
146.0,52.0,147.3484,Cul de Sac Smoke/Clay Co Materials
146.0,53.0,144.0116,ParraQue
147.0,1.0,176.56,SUNDANCER BBQ
147.0,2.0,173.12,COOTERS COUNTRY CATERING
147.0,3.0,172.0,BIG POPPA SMOKERS
147.0,4.0,171.9656,Smokin'101
147.0,5.0,170.8344,CHICKEN BUTT BBQ UTAH
147.0,6.0,169.68,BURNIN BOBS BUTTS N BONES
147.0,7.0,169.1316,THE PIT CREW BBQ OF SOCAL
147.0,8.0,169.12,Peace Pit
147.0,9.0,168.56,SIMPLY MARVELOUS BBQ
147.0,10.0,168.5488,HALF BAKED HIPPIES BBQ
147.0,11.0,166.2744,SWINE DOCTORS
147.0,12.0,166.2628,2-CAN-Q
147.0,13.0,164.5944,GRILLIN' BEAVERS
147.0,14.0,162.8456,ROCK N SMOKE
147.0,15.0,161.6688,4 LEGS UP BBQ
147.0,16.0,161.12,I.A.B. 30 BBQ
147.0,17.0,160.56,ROCKY MOUNTAIN PIT POSSE
147.0,18.0,160.5488,SMOKIN TRIGGERS
147.0,19.0,160.5484,FATZ BBQ
147.0,20.0,160.5372,J & J BAR B Q
147.0,21.0,158.8228,T-Bone Express
147.0,22.0,155.9544,OOPS
147.0,23.0,154.2972,TEXAS RIB RANGERS
147.0,24.0,139.9428,TEAM FAITH-HOLY SMOKERS
147.0,25.0,139.3716,FULLY RACK'D BBQ
148.0,1.0,174.8572,QUE AND A HALF MEN
148.0,2.0,163.4056,RIBS WITHIN
148.0,3.0,161.714,SMOKOPOLIS BBQ
148.0,4.0,161.7028,REED BOYZ BBQ
148.0,5.0,161.68,THE BBQ GURU
148.0,6.0,161.1544,FLAVOR OF RUB BBQ CREW
148.0,7.0,160.5828,PIG PEN BBQ
148.0,8.0,160.0,BIG BELLY BEERBQUE
148.0,9.0,159.9656,Three Surfers and a Pig
148.0,10.0,159.4172,THE BUBBAS BARBIKYU
148.0,11.0,159.3828,3 EYZ BBQ
148.0,12.0,158.8116,UNCLE PIG'S BARBEQUE PIT
148.0,13.0,158.8112,JACKED UP BBQ
148.0,14.0,158.2972,Big Blue Barbecue
148.0,15.0,157.7028,UP IN SMOKE BBQ-PA.
148.0,16.0,157.1428,STUBBORN BULL BBQ
148.0,17.0,156.6056,MIKEY O'S REAL BBQ
148.0,18.0,156.5712,Garden State Smoke
148.0,19.0,156.56,LATE NIGHT HOGGERS
148.0,20.0,155.9888,DR. PEARL'S MEDICINAL SMOKE BBQ TEAM
148.0,21.0,155.9772,Craigie Mack's BBQ Shack
148.0,22.0,155.9656,SIMPLY Q
148.0,23.0,154.8344,CHICKEN CHOKERS
148.0,24.0,154.8228,WHAT'S SMOKIN
148.0,25.0,153.154,Hot Rod's BBQ
148.0,26.0,153.0972,The Meatwave
148.0,27.0,153.0856,BRISKET BURNERS
148.0,28.0,153.0856,LOCAL SMOKE BBQ
148.0,29.0,152.5372,BEERBEQUE
148.0,30.0,151.9656,HERDER HERDER BBQ
148.0,31.0,150.8456,BIG BLUE SMOKIN CREW
148.0,32.0,150.3084,MOON RIVER BARBEQUE
148.0,33.0,149.2,Brisporkshibsskencue
148.0,34.0,149.1084,SHADY CREW
148.0,35.0,148.5484,WEEKEND SMOKERS
148.0,36.0,147.4284,Our Couch BBQ
148.0,37.0,146.32,KIM CHI SMOKE
148.0,38.0,146.2284,Cuzin's BBQ
148.0,39.0,145.12,WE RIB U LONG TIME
148.0,40.0,142.2856,P-D QUE
148.0,41.0,142.2628,FIRE ANTS BBQ
148.0,42.0,141.68,BURNT SIDE DOWN
148.0,43.0,141.1428,CAJUN JAX BBQ
148.0,44.0,138.2172,HERM'S HOGS
148.0,45.0,136.56,KING COAL AND THE SOUL SMOKERS
148.0,46.0,136.4912,The Patient Griller
148.0,47.0,131.44,QUEGASM
148.0,48.0,100.2628,DRJ Catering 2
148.0,49.0,20.0,DRJ Catering
149.0,1.0,180.0,MOKAN MEATHEADS
149.0,2.0,178.88,CLARK CREW BBQ
149.0,3.0,174.2628,THE AMERICAN DREAM BBQ
149.0,4.0,174.2628,KC SMOKE DAWGS
149.0,5.0,173.1316,BOYS OF BBQ & PATTY
149.0,6.0,171.9772,HOG TIDE BAR-B-QUE
149.0,7.0,171.9772,BUBBA'S BBQ NATION
149.0,8.0,171.9772,WORTH SMOKIN' BBQ
149.0,9.0,171.4172,DAND BBQ
149.0,10.0,169.7028,OLD STYLE BBQ
149.0,11.0,169.1428,Qing and Brewing
149.0,12.0,169.12,Holla N Swalla BBQ
149.0,13.0,168.56,PELLET ENVY
149.0,14.0,167.4172,DODGE COUNTY SMOKERS
149.0,15.0,167.4056,LITTLE PIG TOWN BBQ
149.0,16.0,166.8344,Crimson and Blue BBQ
149.0,17.0,166.2516,HALF SAUCED BARBEQUE
149.0,18.0,166.24,SMOKE THIS BBQ MO
149.0,19.0,166.24,EXE-QUE-TIONERS
149.0,20.0,165.12,"Smoke, Meats, Pig"
149.0,21.0,165.0856,SMOKERS WILD
149.0,22.0,164.0,WHISKEY PIT BBQ COMPANY
149.0,23.0,161.1772,KNOW BULL
149.0,24.0,158.8228,JP CUSTOM SMOKE
149.0,25.0,157.0972,NICKLE BOYS BBQ
149.0,26.0,156.514,SWEET BEAVER BBQ
149.0,27.0,155.44,FIRECHEF BBQ
149.0,28.0,153.7028,THE COOKING CREW
149.0,29.0,150.2856,GRILL SIDE BBQ
150.0,1.0,168.56,CAVEMAN CUISINE
150.0,2.0,161.7028,BURNT FINGER BBQ
150.0,3.0,161.1544,R BUTTS R SMOKIN
150.0,4.0,161.12,WILDCATTERS Q CREW
150.0,5.0,160.0,2 SMOKIN' J'S
150.0,6.0,157.12,BLOOD TYPE Q
150.0,7.0,153.6684,GETTIN' BASTED
150.0,8.0,153.1316,Plumb Smokin' BBQ
150.0,9.0,153.12,SMOKIN ROYS
150.0,10.0,152.5028,BURNT AT BOTH ENDZ
150.0,11.0,149.68,A Good Rub
150.0,12.0,149.1312,Man VS Que
150.0,13.0,149.12,PIT 4 A KING
150.0,14.0,146.2172,BURN ALL NITE
150.0,15.0,143.4172,SMOKE RIVER BARBEQUE
150.0,16.0,142.8228,Rollin Smoke
150.0,17.0,137.12,APORKALIPS
150.0,18.0,135.4172,B & B Barbeque
151.0,1.0,175.4056,GILLY'S BBQ
151.0,2.0,175.4056,MONSTER-QUE
151.0,3.0,172.56,QUAU
151.0,4.0,170.2628,Silver Bullet Smokers
151.0,5.0,169.7028,Farmer Vincent's Smoked Meats
151.0,6.0,169.1656,B.U.Z.Z. BBQ
151.0,7.0,169.1084,IOWA'S SMOKEY D'S BBQ
151.0,8.0,168.0,Big Papa's Barbecue
151.0,9.0,167.3828,"CLUCK , OINK & MOO BARBECUE"
151.0,10.0,166.88,BACK PORCH Q
151.0,11.0,165.1088,IT'S 5 O'CLOCK SOMEWHERE
151.0,12.0,164.5828,Midwest Smoke
151.0,13.0,164.0228,Joey Mac's Smoke Stack
151.0,14.0,163.4972,Smokey J's BBQ
151.0,15.0,162.3656,Georgia Backroads BBQ
151.0,16.0,161.7256,MEATSMACK
151.0,17.0,161.6912,CAPTAIN RON'S BREW-N-QUE
151.0,18.0,158.8456,FIDDLIN' FATBACK
151.0,19.0,157.7144,Smoe's Brew & Q
151.0,20.0,157.0968,"HIGH ON THE HOG CATLIN, IL"
151.0,21.0,155.44,82'S BBQ CREW
151.0,22.0,155.4056,Stoney Creek Smokers
151.0,23.0,145.1084,Fatman BBQ Chainsaw
151.0,24.0,142.2172,Beer & Smoking in Las Vegas
151.0,25.0,137.1084,North Street Que For U
152.0,1.0,176.56,FIRE DANCER BBQ
152.0,2.0,175.44,TNT SMOKERS
152.0,3.0,175.4172,SWINE CRUE
152.0,4.0,175.4056,Hog Heaven BBQ Team
152.0,5.0,174.2628,C & J BACKYARD SMOKERS
152.0,6.0,172.6172,JP&O Lab
152.0,7.0,172.5944,The Rack Pack
152.0,8.0,171.44,MAJOR LEAGUE PORK
152.0,9.0,170.2628,DELTA SMOKE
152.0,10.0,170.2628,Stumpy's BBQ
152.0,11.0,169.7372,Smokin All Over
152.0,12.0,168.6284,Willy Billy's
152.0,13.0,168.6056,BEARDED BBQ
152.0,14.0,168.5828,Big Red Smokers
152.0,15.0,168.0,Ace BBQ
152.0,16.0,167.4056,LOTTA BULL BBQ
152.0,17.0,166.8572,7 Kinds of Smoke
152.0,18.0,166.2856,BAY DITCH BBQ
152.0,19.0,166.2856,Reeve's Rump Rubbers
152.0,20.0,166.2516,Higginbotham Family Dental
152.0,21.0,165.6912,Hoggin It All
152.0,22.0,165.1544,DownhomeQue
152.0,23.0,165.1544,Praters Posse
152.0,24.0,163.394,Porkchop Mafia
152.0,25.0,162.274,Buray's
152.0,26.0,160.5716,Buck Bucks BBQ
152.0,27.0,160.56,Philadelphia Eagles
152.0,28.0,159.36,KILLER HOGS
152.0,29.0,158.2628,Trump My Rump Barbeque Crew
152.0,30.0,157.6684,RWQ
152.0,31.0,156.6172,Sweets and Meats
152.0,32.0,155.9312,Great Southern Smokers
152.0,33.0,155.3944,Squeal and Grill BBQ
152.0,34.0,155.3828,Totally Smokin
152.0,35.0,154.8228,"PIG, FIRE, EAT!"
152.0,36.0,153.7256,Wild Wolves
152.0,37.0,152.56,Kinfolks Smoking Butts
152.0,38.0,145.6568,Rollin' Smoke Griller
152.0,39.0,140.0228,Crusty Butts
152.0,40.0,137.7828,Quessenberry's BBQ
152.0,41.0,136.0456,EAEC Sparky Pigs
153.0,1.0,180.0,BIG POPPA SMOKERS
153.0,2.0,176.56,SMOKIN MO'S BBQ
153.0,3.0,174.2628,LOOT N' BOOTY BBQ
153.0,4.0,173.1544,RHYTHM 'N QUE
153.0,5.0,171.44,SWEET PETE'S BBQ
153.0,6.0,171.4056,SIN CITY SMOKERS
153.0,7.0,169.1316,Refined Redneck
153.0,8.0,169.1084,Brazen Hogs
153.0,9.0,168.5484,DJS SMOKIN' BBQ
153.0,10.0,168.5372,BAD BOYZ BBQ
153.0,11.0,166.8344,RANCH 13 BBQ
153.0,12.0,166.3316,The Hideout's Well Hung-Over BBQ Team
153.0,13.0,166.2516,FORK U BBQ
153.0,14.0,165.1084,SATISFIED HOGS
153.0,15.0,165.1084,RUB-A-DUB BUTTS
153.0,16.0,163.3828,KNIFE PORK AND SPOON
153.0,17.0,162.7884,KEGGER'S
153.0,18.0,161.7372,THIS BUTTS FOR YOU
153.0,19.0,161.68,TOYS 4 BBQ'N
153.0,20.0,161.1428,THE COWBOY WAY AZ
153.0,21.0,159.4172,Bubba's BBQ
153.0,22.0,157.68,PORKETEERS
153.0,23.0,157.6684,Vic's BBQ
153.0,24.0,157.12,QUED UP
153.0,25.0,155.9772,Out To Smoke Ya
153.0,26.0,155.4516,THE RIB DOCTOR LLC
153.0,27.0,154.8456,Smokey Hayes BBQ
153.0,28.0,151.8628,PHIL THE GRILL
153.0,29.0,150.2512,Trailer Hood BBQ
153.0,30.0,142.32,Pope's Backyard BBQ
153.0,31.0,140.56,The Boozers BBQ
154.0,1.0,178.2972,Daddy Macs
154.0,2.0,175.4172,BAYOU BOOGIE BBQ
154.0,3.0,175.4172,Smoke Dog BBQ
154.0,4.0,174.2628,DIVA Q
154.0,5.0,173.7256,SWEET DREAMS BBQ
154.0,6.0,171.9888,CAJUN BLAZE
154.0,7.0,171.9888,Pickin' Grilln'
154.0,8.0,171.9772,THE BLUE BLOODS
154.0,9.0,171.4056,CUZ'S CUSTOM COOKING
154.0,10.0,170.8228,HOLY MOHLER'S BBQ
154.0,11.0,170.8228,Smokin N the Dark
154.0,12.0,169.68,TWO OLD MEN AND A GRILL
154.0,13.0,169.6684,BIG WHIT AND THE BOYS
154.0,14.0,169.1084,Paul's Pit Crew
154.0,15.0,168.5256,PORK-N-BONES
154.0,16.0,168.5256,GIVE IT TO GOD
154.0,17.0,166.2744,Industrial Strength BBQ
154.0,18.0,165.1428,Delta Bank
154.0,19.0,164.56,After Hours BBQ
154.0,20.0,164.5484,H2-QUE
154.0,21.0,164.5372,ROUX 165 BBQ
154.0,22.0,164.5256,LIL EARL'S BUTT NAKED BBQ
154.0,23.0,163.9312,Outdoor Galore by Cindy
154.0,24.0,161.1772,Team Taggerts
154.0,25.0,159.9544,CAMO COOKERS
154.0,26.0,156.5484,Dats A Wrap BBQ
154.0,27.0,155.9656,Stumbling M Ranch BBQ
154.0,28.0,155.9428,Pig Quisine Competition BBQ Cooking Team
154.0,29.0,155.3828,Concordia Bank
154.0,30.0,151.9544,Goldman Green Cooking Machine
154.0,31.0,150.24,Kami Cookin
154.0,32.0,149.0284,Comfort Suites/Riverfront Royal
154.0,33.0,147.9656,"SmokeDog, Inc."
154.0,34.0,146.2056,Finer with Swine
154.0,35.0,139.9656,The Salvage Cookers
154.0,36.0,135.9544,Task Force Smoke
155.0,1.0,174.8456,THE LOONEY PIT
155.0,2.0,174.8456,DOUBLE DUECE SMOKIN BBQ
155.0,3.0,174.2628,SOUTH PORK
155.0,4.0,173.7256,SHORT BUS COOKERS
155.0,5.0,171.9772,SMOKIN ON THE  ROOF
155.0,6.0,170.8456,Poolside BBQ
155.0,7.0,169.12,JOBEAZ BLAZIN' BUTTS AND WINGS
155.0,8.0,168.56,HAULIN' BUTT BBQ
155.0,9.0,168.56,The Guild of Calamitous Smokers
155.0,10.0,168.5256,The Specialists
155.0,11.0,167.9884,Hot J BBQ
155.0,12.0,167.9656,POVERTY HILL SMOKERS
155.0,13.0,166.2972,BUTT FACE BBQ
155.0,14.0,165.1312,PIGGIN' OUT
155.0,15.0,163.9428,RED EYED SMOKERS
155.0,16.0,163.3828,JB'S BBQ
155.0,17.0,163.3828,Rooster Sunday
155.0,18.0,162.8228,GRANDPA'S PRIDE BBQ
155.0,19.0,162.32,Loan Star Bar B Que
155.0,20.0,161.6684,Pleasant Ridge BBQ Team
155.0,21.0,159.9312,FORREST'S FINE FOODS
155.0,22.0,158.2628,NAHEOLA PRIDE COOKING TEAM
155.0,23.0,157.0972,I Go Low and Slow
155.0,24.0,157.0744,Smokin Gunz BBQ
155.0,25.0,155.9656,COOKS PORTABLE SMOKEHOUSE
155.0,26.0,155.4288,E.T.'S BBQ
155.0,27.0,152.5716,Hookers and Hogs
155.0,28.0,152.56,Divine Swine
155.0,29.0,151.9544,RANCH HOUSE KITCHEN
156.0,1.0,177.7144,Tiki Q
156.0,2.0,177.7028,SWIGGIN PIG
156.0,3.0,171.44,PRATER'S BBQ
156.0,4.0,170.8572,HIGH ON THE HAWG
156.0,5.0,169.68,MUSIC CITY PIG PALS
156.0,6.0,169.68,WOLF CANDY BBQ
156.0,7.0,167.9656,BIG B'S BBQ - TN
156.0,8.0,167.3828,GOOBY'S BBQ
156.0,9.0,166.8572,ROOTERS-N-TOOTERS TN
156.0,10.0,165.7028,Q SMOKE
156.0,11.0,165.6912,DIRTY OL' BUTT SLAPPERS
156.0,12.0,165.68,BUBBA'S TENNESSEE SMOKERS
156.0,13.0,165.0972,SNORING HOGS BBQ
156.0,14.0,165.0856,DORAG Q
156.0,15.0,163.9772,SMOKE'M IF U GOT'M
156.0,16.0,163.9312,SOGGY BOTTOM BBQ
156.0,17.0,163.4284,SWEET SMOKE BBQ
156.0,18.0,162.7884,THE BIG ORANGE SMOKERS
156.0,19.0,162.7884,BACKYARD KUSINE
156.0,20.0,161.0856,DRY HOLERS BBQ
156.0,21.0,159.9312,MIDNIGHT SMOKERS MJ
156.0,22.0,158.2056,CHARCOAL COWBOYS
156.0,23.0,155.9544,THUNDER ROAD SMOKEHOUSE
156.0,24.0,153.6456,PRINCE OF PIGS BBQ
157.0,1.0,178.88,SMOKIN' R'S 2.0
157.0,2.0,176.56,CAN'T BEAT OUR MEAT
157.0,3.0,174.8572,HOT MEAT SMOKERS
157.0,4.0,173.7372,Big Fork BBQ
157.0,5.0,173.7028,3 GUYS WITH WOOD
157.0,6.0,173.12,HOGGY STYLE
157.0,7.0,173.12,IHC BBQ
157.0,8.0,172.56,SKY BLUE THIGHS
157.0,9.0,172.0,SMOKEY JOKERS
157.0,10.0,171.44,Dos Piggies BBQ
157.0,11.0,171.44,STICKS-N-CHICKS BBQ
157.0,12.0,170.2628,YARDHOGS BBQ
157.0,13.0,169.76,HOO-HAA BARBECUE
157.0,14.0,169.7372,KC Q
157.0,15.0,169.12,DEAD LAST BBQ
157.0,16.0,168.5828,MOST WANTED BBQ
157.0,17.0,168.5828,DAWGHOUSE BBQ
157.0,18.0,168.5484,SMOKERS ANONYMOUS
157.0,19.0,168.5256,GRILL CRAZY
157.0,20.0,168.0116,Flying Pig BBQ
157.0,21.0,167.9656,SKUNK RIVER BBQ
157.0,22.0,167.4056,PHAT &AMP; SAUCY BBQ
157.0,23.0,167.4056,SQUEAL OF APPROVAL
157.0,24.0,167.3944,MEN OF ERIN BBQ
157.0,25.0,167.3828,Bubba's Pig-a-licious
157.0,26.0,166.88,AND THEN THERE WERE THREE...
157.0,27.0,166.8688,LAST YEAR'S LEFTOVERS
157.0,28.0,166.8688,PORK 'N MINDY
157.0,29.0,166.8572,JAESTAR BBQ
157.0,30.0,166.8344,RUB'N WOOD
157.0,31.0,166.8228,MIDNIGHT STOKERS
157.0,32.0,166.2856,HAIR OF THE HOG BBQ
157.0,33.0,166.2628,SLABS OF APPROVAL
157.0,34.0,165.76,Shawnee-Que-Crew
157.0,35.0,165.6912,Frontier Restoration BBQ
157.0,36.0,165.1656,LAZY G BBQ
157.0,37.0,165.1316,Rub Me Tender Rub Me Sweet
157.0,38.0,165.12,TAYLOR MADE BBQ
157.0,39.0,165.12,LOSING EFFORT
157.0,40.0,164.5484,Lost In The Sauce
157.0,41.0,164.5372,Pork-U BBQ
157.0,42.0,164.0228,Olde Smokers
157.0,43.0,164.0,MAXIMUM LOIN
157.0,44.0,163.9888,WOODSHED BBQ
157.0,45.0,163.9772,THE SMOKING AUTHORITY
157.0,46.0,163.4056,DISCIPLES OF BLUES AND BBQ
157.0,47.0,163.3828,T'S SMOKIN PIT
157.0,48.0,162.2972,Close Quarters BBQ
157.0,49.0,162.2744,Stew's Que
157.0,50.0,162.2628,OVERLAND PORK BBQ
157.0,51.0,162.24,PIG NEWTON
157.0,52.0,162.24,FUNNY FARM BBQ
157.0,53.0,161.7144,BBQWEISER
157.0,54.0,161.7028,JUST SMOKED YOUR BUTT
157.0,55.0,161.6912,Overland Pig Committee
157.0,56.0,161.68,WHIMPYS
157.0,57.0,160.5828,DUB 7 BBQ
157.0,58.0,160.5488,ROADKILL BBQ
157.0,59.0,160.5372,The Bullet Hole
157.0,60.0,160.5144,SMOKIN VAN NORMAN
157.0,61.0,160.514,ALMOST FLAMOUS BARBEQUE
157.0,62.0,159.9772,Short Horns BBQ
157.0,63.0,159.9656,RED MISTRESS BBQ
157.0,64.0,159.9428,BLOWIN' SMOKE
157.0,65.0,159.3828,RED EYED SMOKERS
157.0,66.0,158.8456,The Smokin' Jakes
157.0,67.0,158.834,PIG PEN
157.0,68.0,158.834,Smokin on Cloud 9
157.0,69.0,158.8228,4 SMOKIN' NUTS
157.0,70.0,158.8,SMOKEARITAVILLE BBQ
157.0,71.0,158.2628,4 MEAT SAKES
157.0,72.0,157.7028,MEAT A SWING'N
157.0,73.0,157.1544,4 J'S AND A WHAT BBQ TEAM
157.0,74.0,157.1428,Grilligan's Island
157.0,75.0,157.1316,Pot Bellies
157.0,76.0,157.1316,THE OLD 96'ERS
157.0,77.0,157.1088,K C RIB DOCTOR
157.0,78.0,157.1084,Hawg Heaven
157.0,79.0,157.0972,THESLABS.COM
157.0,80.0,156.56,THIS LITTLE PIGGY GOT SMOKED
157.0,81.0,155.9884,Motorboatin' BBQ
157.0,82.0,155.9656,JUMPIN' JOE'S BAR B Q
157.0,83.0,155.3828,G & S Smoke n Spice
157.0,84.0,155.3716,SMOKING JOE'S BARBERQ
157.0,85.0,155.3484,KID CRAZY BBQ
157.0,86.0,154.8344,MY 3 SONS-IN-LAW
157.0,87.0,154.8228,Wildhawk BBQ
157.0,88.0,154.8,Rock Chalk Jayhawk BBQ
157.0,89.0,154.3316,Joint Effort
157.0,90.0,154.2628,Nice Ashes
157.0,91.0,154.2516,TAR BABY-Q
157.0,92.0,154.24,Uncle D's Barbeque
157.0,93.0,153.7372,Sea Brisket
157.0,94.0,153.68,Three Blondes and a Bald
157.0,95.0,153.0856,Beer Butts & Bones
157.0,96.0,152.4916,Oink! Oink!
157.0,97.0,151.9884,Half Chickens
157.0,98.0,151.966,SMKN Q MO
157.0,99.0,151.9656,THE HOGFATHER
157.0,100.0,151.9428,F.O.M.S.B.
157.0,101.0,151.3828,Sweet Ash BBQ
157.0,102.0,150.7772,SMOKIN IN THE BUSHES
157.0,103.0,150.32,SS Smokers
157.0,104.0,150.24,FAT & DUMB BBQ
157.0,105.0,150.24,Capt. Tony's Saloon
157.0,106.0,147.3828,Cardinal Way BBQ
157.0,107.0,147.3484,True-B-Que
157.0,108.0,146.8,EVENING WOOD
157.0,109.0,146.24,BUTT-LIQUOR-BBQ
157.0,110.0,141.68,Get In My Belly BBQ
157.0,111.0,139.4056,S.M.F.
157.0,112.0,119.3372,Poker Smokers
157.0,113.0,20.0,NachBar-B-Q
157.0,114.0,20.0,Why Not Smoke
158.0,1.0,175.4516,SCRAMBLIN EGGS BBQ
158.0,2.0,173.7144,EAGLE RIVER BARBECUE
158.0,3.0,173.1428,JAYARE-B-Q
158.0,4.0,172.5944,PARROTHEAD SMOKERS
158.0,5.0,171.9656,PORK BARREL BBQ
158.0,6.0,170.8572,HOOSIER FAVORITE BBQ
158.0,7.0,169.7256,ROAD HOG WILLY
158.0,8.0,169.68,YELLOW RIVER BBQ
158.0,9.0,168.56,FOOMANCHOO BBQ
158.0,10.0,168.0,Mr. Jimmy's Obsession
158.0,11.0,167.4056,2 WORTHLESS NUTS
158.0,12.0,166.8684,BUCKEYE BBQ TROY OH
158.0,13.0,166.8572,SMITTY'S REAL PIT BBQ
158.0,14.0,166.8228,VICTORY SMOKERS
158.0,15.0,166.3084,SAUCY SWINE-O'S
158.0,16.0,166.2628,SMOKIN' 4-PLAY BBQ
158.0,17.0,166.2512,TEAM RINE-O
158.0,18.0,165.7144,iBQ'n@TheBBQSuperStore.com
158.0,19.0,165.12,SUCKA BONE BBQ TEAM
158.0,20.0,164.5372,THE PIGS NEXT DOOR BBQ COOKING TEAM
158.0,21.0,164.0,RedShedBBQ.Com
158.0,22.0,163.9428,VELVET SMOKE
158.0,23.0,163.4056,TIMOTHY T & THE BBQ HI-ROLLERS
158.0,24.0,163.4056,QUBED
158.0,25.0,162.8112,STEEL SMOKIN' BBQ
158.0,26.0,161.68,J AND B BBQ
158.0,27.0,160.5372,BARK BROTHERS BBQ
158.0,28.0,159.9656,HEY GOOD BUDDY
158.0,29.0,158.2628,CO'er Q's BBQ
158.0,30.0,158.2284,HOGAHOLICS
158.0,31.0,157.7144,FREEBIRD TRAILER PARK
158.0,32.0,157.68,HORNEY'S BARBEQUE
158.0,33.0,155.406,GIT N THE PIT
158.0,34.0,155.3828,HISTORIC BBQ
158.0,35.0,154.846,RUBBER CITY SMOKERS
159.0,1.0,178.8572,GRILLS GONE WILD IOWA
159.0,2.0,176.56,PORK PATROL BBQ
159.0,3.0,173.7256,IOWA WILD HOGS BBQ
159.0,4.0,173.1656,SMOKEHOUSE 72
159.0,5.0,173.1316,THE SMOKING HILLS
159.0,6.0,172.56,SPITFIRE
159.0,7.0,172.0,ELWOOD BBQ
159.0,8.0,172.0,Tattoo Bob's Bar-B-Q
159.0,9.0,172.0,4:20 Q
159.0,10.0,171.44,WORTH THE WAIT BBQ
159.0,11.0,170.2512,BS BBQ
159.0,12.0,169.7144,BLACKSHIRT BBQ
159.0,13.0,169.1656,LEEPS BBQ
159.0,14.0,169.1428,The Claim House
159.0,15.0,169.1428,HELPING U BBQ
159.0,16.0,169.12,PIGSKIN BBQ
159.0,17.0,168.5712,QUICK BUCK HOG CO.
159.0,18.0,167.9772,SMOKEY BEAR'S BBQ
159.0,19.0,166.88,SPICE YOUR LIFE RUB YOUR MEAT
159.0,20.0,166.8344,Off the Pits
159.0,21.0,166.2972,Peony Park 90th St
159.0,22.0,166.2628,TWSS BBQ
159.0,23.0,166.2628,PULLED FROM THE PIT BBQ
159.0,24.0,166.2628,WHEN PIGS DIE
159.0,25.0,165.7028,COUNTRY ROADS NE
159.0,26.0,165.68,BIG T'Z Q CRU
159.0,27.0,165.1428,SHORT CREW BBQ
159.0,28.0,165.1428,ZMOKIN BBQ
159.0,29.0,164.5488,KEV'S CHEW CHEW BBQ
159.0,30.0,164.5372,4 LEGS UP BBQ
159.0,31.0,164.5256,Well Sauced BBQ
159.0,32.0,164.0,WOODWARD BARBEQUE
159.0,33.0,163.9772,Big Stacks BBQ
159.0,34.0,163.9312,CHARCOAL LOUNGERS
159.0,35.0,163.4172,Blue Moon Smokin' BBQ Crew
159.0,36.0,162.8228,IOWA OUTLAWS BBQ
159.0,37.0,161.7372,OMAHA'S BLOWIN' SMOKE
159.0,38.0,161.6916,YOU GONNA LIKE IT
159.0,39.0,160.5944,Linden Market BBQ
159.0,40.0,160.5828,Desperate Husbands BBQ
159.0,41.0,159.4172,Smokin' Lefty's
159.0,42.0,159.3828,Smith BBQ Co
159.0,43.0,158.8,SWEET RACKS BBQ
159.0,44.0,157.7256,Rauchmeister Rolf
159.0,45.0,157.68,SMOKIN DINGER - THE PROFESSOR OF HOGOLOGY
159.0,46.0,157.0856,PORKY BUTTS BBQ
159.0,47.0,156.0,BLAZED AND INFUSED
159.0,48.0,156.0,Circle Jerks BBQ
159.0,49.0,154.2744,The Buttheads
159.0,50.0,153.1428,OPTIVE BBQ
159.0,51.0,152.5144,Hyvee Hickory House
159.0,52.0,149.68,High Life BBQ
159.0,53.0,149.1316,FIREHOUSE BBQ OMAHA
159.0,54.0,147.9656,OMAHA CHAIN SMOKERS
159.0,55.0,147.3828,Borrowed Smoke BBQ
159.0,56.0,146.2284,Smokin Barbarians
160.0,1.0,178.8572,WARREN COUNTY PORK CHOPPERS
160.0,2.0,177.7144,BLUE CHIP BBQ
160.0,3.0,177.7144,TRUEBUD BBQ
160.0,4.0,176.0,KENTUCKY KOOKERS
160.0,5.0,175.4172,SMOKIN T'S
